Feature,Importance
minmaxscaler__x_amount,"[-1.18793344  0.40449161 -0.15779702 -0.21971234  0.08152146 -0.01751396
 -0.12962153 -0.12362874 -0.13391757  0.75114545 -0.19333382 -0.60386536
 -0.34111412 -0.05174893 -0.19398676 -0.14143216]"
